gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,0.4861111111111111,1,1,1,0,1,0,1,0,0,0,0,1,0.6671641791044776,0.33449111470113085,1
0,0,0,0,0.4722222222222222,1,0,1,0,0,0,0,0,0,0,1,1,0.5149253731343283,0.2766328179090699,1
0,1,0,0,0.05555555555555555,1,1,1,0,0,0,0,1,1,0,1,2,0.7567164179104477,0.046809369951534736,1
1,0,1,0,1.0,1,0,2,0,0,0,0,0,0,2,0,0,0.024378109452736302,0.17000923147934457,0
1,0,0,0,0.027777777777777776,1,0,0,0,0,0,1,1,1,0,0,2,0.517910447761194,0.013108700669282252,0
0,0,0,0,0.09722222222222221,1,0,1,0,0,1,0,1,1,0,1,2,0.7671641791044775,0.07409416108931456,1
1,1,1,0,0.375,1,1,1,0,0,0,0,0,0,0,1,2,0.5696517412935324,0.21638010616201248,1
1,0,1,1,0.05555555555555555,1,0,1,0,0,0,0,0,0,0,1,3,0.5104477611940298,0.03070620816985922,0
0,0,0,0,0.5138888888888888,1,0,2,0,0,0,0,0,0,2,0,3,0.015920398009950265,0.08832794830371568,0
1,0,0,0,0.29166666666666663,1,0,2,0,0,0,0,0,0,0,0,3,0.01741293532338306,0.04603046388183707,0
0,1,1,0,0.736111111111111,1,1,1,0,0,0,0,1,1,1,1,1,0.772139303482587,0.5766732056312024,0
0,0,0,0,0.25,1,1,1,0,0,0,1,0,1,0,1,2,0.7149253731343282,0.18393145626586663,1
0,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,2,0.5044776119402985,0.011648972997922918,1
1,0,1,1,0.4444444444444444,1,1,1,1,0,0,0,1,1,0,1,1,0.8089552238805969,0.3676263558735287,1
1,1,1,0,0.3194444444444444,1,0,2,0,0,0,0,0,0,1,1,2,0.02487562189054726,0.05381952457881376,0
1,0,0,0,0.041666666666666664,1,0,0,1,0,0,0,0,0,0,1,3,0.31741293532338305,0.016391645511193167,0
0,0,1,1,0.986111111111111,0,0,0,1,1,0,1,1,1,2,0,3,0.40199004975124375,0.4761654742672513,0
1,0,0,0,0.125,1,0,1,0,0,0,1,1,1,0,1,0,0.772636815920398,0.09331294714978076,0
0,0,0,0,0.013888888888888888,1,0,0,0,1,0,0,0,0,0,0,2,0.31094527363184077,0.003542580198476806,0
1,0,1,1,0.25,1,0,0,0,0,1,0,0,1,0,0,2,0.39004975124378105,0.1121682437110547,1
1,0,1,1,0.16666666666666666,1,0,0,0,0,0,0,0,1,1,0,1,0.3522388059701492,0.07818486037387493,1
1,0,1,0,0.986111111111111,1,1,0,1,1,1,1,0,1,2,1,3,0.6154228855721392,0.6423494114931917,0
0,0,0,0,0.8888888888888888,1,1,2,0,0,0,0,0,0,1,1,0,0.061194029850746234,0.18259866143549505,0
1,0,0,0,0.05555555555555555,0,0,0,0,0,0,1,0,1,0,1,2,0.21691542288557208,0.016576275098084466,0
0,0,0,0,0.3194444444444444,1,0,2,0,0,0,0,0,0,0,1,3,0.01243781094527363,0.052088622201707825,0
0,0,1,1,0.5416666666666666,1,0,0,1,0,0,0,0,0,0,0,1,0.3263681592039801,0.2362335564274175,0
1,0,1,0,0.38888888888888884,1,0,0,1,0,0,1,0,0,1,0,3,0.3592039800995025,0.16243364874221095,0
0,1,0,0,0.06944444444444445,1,0,1,0,1,0,0,1,0,0,1,2,0.6611940298507463,0.043122547888299105,0
0,1,1,0,0.625,1,0,1,0,0,1,0,0,1,0,1,2,0.6751243781094527,0.44341680129240707,0
1,0,0,0,0.5138888888888888,1,0,1,0,0,0,0,0,0,0,1,3,0.5184079601990049,0.292418647588276,0
0,1,1,0,0.8333333333333333,1,0,1,1,1,1,1,1,1,2,1,0,0.9129353233830845,0.7673147934456497,0
1,1,0,0,0.1111111111111111,1,1,1,0,0,1,0,1,1,0,1,2,0.8194029850746268,0.09238402954073391,1
0,0,0,0,0.6527777777777778,1,1,1,1,0,1,0,1,0,1,0,1,0.7626865671641792,0.5304004154165705,0
1,0,1,1,0.3611111111111111,1,1,1,0,0,0,0,1,0,0,1,2,0.6517412935323383,0.23676436648972998,1
0,1,1,1,0.041666666666666664,1,0,1,1,0,0,1,1,0,0,1,3,0.6970149253731343,0.029419570736210477,1
0,0,1,1,0.6944444444444444,1,0,1,0,0,0,0,0,0,0,1,0,0.5124378109452736,0.408366028156012,0
1,0,1,1,0.375,1,1,0,0,0,0,1,1,1,0,0,0,0.5308457711442786,0.22366720516962843,0
0,1,0,0,0.1111111111111111,1,0,1,0,0,1,0,1,1,0,1,2,0.7348258706467661,0.0820620816985922,1
0,0,1,0,0.861111111111111,1,1,2,0,0,0,0,0,0,2,0,0,0.05373134328358206,0.16131433187168245,0
0,0,1,0,0.986111111111111,1,0,0,1,0,1,1,1,1,2,0,0,0.6328358208955223,0.6814678052157858,0
1,0,0,0,0.9166666666666666,1,1,2,0,0,0,0,0,0,2,0,3,0.0681592039800995,0.19373413339487655,0
1,0,1,1,0.9444444444444444,1,1,1,1,1,1,1,1,1,2,1,0,0.9597014925373134,0.9036522040156936,0
0,0,0,0,0.18055555555555555,0,0,0,0,0,1,0,1,1,0,0,2,0.30746268656716413,0.07276713593353336,0
1,0,1,0,0.7777777777777777,1,0,1,0,0,0,0,0,1,1,1,2,0.6233830845771144,0.5237364412647126,0
1,0,1,0,0.5277777777777778,1,0,1,1,1,0,0,0,0,0,1,2,0.608955223880597,0.34551696284329564,1
1,1,0,0,0.19444444444444442,1,0,1,0,0,0,0,1,1,0,0,1,0.718407960199005,0.14393030233094853,1
0,0,0,1,0.2222222222222222,1,0,2,0,0,0,0,0,0,1,1,0,0.010447761194029848,0.03941264712670206,0
0,0,1,1,0.19444444444444442,1,0,1,0,0,0,0,0,0,0,0,2,0.5169154228855721,0.1185898915301177,0
1,0,1,1,0.4444444444444444,1,0,1,0,0,0,0,0,0,0,1,0,0.5124378109452736,0.2687629817678283,1
0,0,0,0,0.1111111111111111,1,0,0,1,0,0,1,0,0,1,0,0,0.35820895522388063,0.049498038310639286,0
0,0,1,1,0.5972222222222222,1,1,1,0,0,1,0,1,1,0,1,0,0.8064676616915423,0.4836314331871682,0
0,0,0,0,0.7222222222222222,1,1,0,1,0,1,1,1,0,1,0,1,0.554726368159204,0.4452861758596815,0
1,0,0,0,0.041666666666666664,1,0,0,0,0,0,1,0,0,0,1,3,0.31840796019900497,0.015405031156242789,0
1,0,0,0,0.40277777777777773,1,0,2,0,0,0,0,0,0,1,1,3,0.015422885572139305,0.06385875836602817,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.013930348258706454,9.808446803600233e-05,1
1,1,0,0,0.16666666666666666,0,0,0,0,0,1,1,0,1,0,1,2,0.2527363184079602,0.05863720286175861,1
0,0,1,1,0.2222222222222222,0,0,0,0,0,0,0,0,1,0,1,1,0.17164179104477612,0.06160858527579045,0
0,0,0,0,0.5555555555555556,1,1,0,0,0,1,1,1,1,1,1,3,0.6218905472636815,0.368087929840757,0
0,0,0,0,0.06944444444444445,0,0,0,0,0,1,0,0,1,0,0,2,0.21144278606965172,0.022149780752365567,1
1,0,1,0,0.5555555555555556,1,1,1,0,0,0,0,1,1,0,1,0,0.7845771144278606,0.42558850680821597,1
0,0,0,0,0.5,1,0,2,0,0,0,0,0,0,1,0,3,0.012935323383084563,0.06946111239326103,0
0,0,0,0,0.06944444444444445,1,0,1,0,0,0,0,0,1,0,1,2,0.6144278606965173,0.04543041772444035,1
0,0,0,0,0.1388888888888889,1,0,1,1,0,0,0,1,0,0,1,3,0.6611940298507463,0.09384375721209325,1
1,0,1,1,0.027777777777777776,1,0,1,0,0,0,0,1,1,0,1,0,0.7094527363184079,0.019241864758827602,1
1,0,0,0,0.3194444444444444,1,1,1,0,0,0,1,1,0,0,1,2,0.7199004975124377,0.2220632356335103,1
1,0,1,1,0.3611111111111111,1,0,2,0,0,0,0,0,0,1,1,0,0.01791044776119402,0.05620816985921994,0
0,1,1,0,1.0,1,1,1,1,1,1,0,1,1,2,1,2,0.9368159203980099,0.9263847219016847,0
0,0,1,0,0.4722222222222222,1,0,0,0,0,0,1,0,0,0,0,0,0.31791044776119404,0.20730440803138703,0
1,0,0,0,0.1388888888888889,1,0,0,1,0,0,1,1,0,0,0,0,0.43781094527363185,0.06856104315716595,0
0,0,0,0,0.19444444444444442,1,0,0,1,0,0,1,0,0,1,0,3,0.372636815920398,0.08958573736441265,0
0,0,0,0,0.3194444444444444,1,1,1,1,0,0,0,1,0,0,1,0,0.7144278606965173,0.2482114008769906,1
1,0,1,0,0.6527777777777778,1,0,2,0,0,0,0,0,0,2,0,3,0.013930348258706454,0.11012000923147935,0
1,0,1,0,0.3333333333333333,1,0,1,1,0,0,1,0,1,0,1,2,0.7064676616915423,0.25287329794599583,0
1,0,1,0,0.6805555555555555,1,1,1,0,1,0,0,1,1,0,1,0,0.8039800995024875,0.5579217632125548,1
1,1,0,0,0.2777777777777778,1,0,0,1,0,0,1,0,0,1,0,3,0.35572139303482586,0.1196745903531041,0
0,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,0,0.5124378109452736,0.014510731594738056,1
0,0,0,0,0.027777777777777776,1,0,0,0,1,0,0,0,0,0,1,1,0.30646766169154227,0.008342949457650586,1
1,0,0,0,0.3055555555555555,0,0,0,0,0,1,1,1,1,2,0,0,0.3830845771144279,0.14840180013847218,0
1,0,0,0,0.09722222222222221,1,1,1,0,0,1,0,1,1,0,1,0,0.7940298507462686,0.0801061620124625,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.028358208955223896,0.00026540503115624276,0
0,0,1,1,0.8194444444444444,1,1,1,0,1,0,1,0,1,0,1,0,0.7800995024875622,0.6418186014308793,0
0,0,1,1,0.8055555555555555,1,1,2,0,0,0,0,0,0,1,1,1,0.062189054726368154,0.17067851373182555,0
0,0,0,0,0.5694444444444444,1,1,1,1,1,1,1,1,1,0,1,0,0.9577114427860697,0.5202688668359104,1
0,1,0,0,0.8194444444444444,1,1,1,0,1,0,0,0,0,2,1,1,0.6064676616915423,0.5275271174705747,0
0,0,1,1,0.041666666666666664,1,0,1,0,0,0,0,0,0,0,1,2,0.5104477611940298,0.02093237941380106,0
1,0,0,0,0.4444444444444444,1,0,2,0,0,0,0,0,0,2,1,0,0.01791044776119402,0.06873413339487654,0
1,1,1,0,0.6388888888888888,1,1,1,0,0,1,0,1,1,0,1,2,0.8019900497512437,0.5245903531040849,0
1,0,1,1,0.0,1,1,2,0,0,0,0,0,0,2,0,3,0.07462686567164178,0.0008019847680590811,0
1,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,1,0,1,2,0.6238805970149254,0.01758019847680591,1
0,0,1,1,0.7222222222222222,1,0,2,0,0,0,0,0,0,1,0,1,0.013432835820895522,0.11465497345949689,0
0,1,0,0,0.18055555555555555,1,0,1,0,0,1,0,0,0,0,1,2,0.5577114427860697,0.10634087237479807,1
0,1,0,0,0.15277777777777776,1,0,1,0,0,0,0,1,1,0,0,0,0.7109452736318408,0.1187283637202862,1
1,0,0,0,0.4444444444444444,1,1,1,1,0,0,1,0,0,0,0,0,0.690547263681592,0.3170551580890838,0
1,1,1,0,0.2361111111111111,1,1,1,0,0,1,0,1,1,0,1,1,0.817910447761194,0.18505077313639512,1
0,0,0,0,0.2222222222222222,1,1,1,0,0,0,0,0,0,0,1,1,0.5621890547263682,0.1281502423263328,0
0,0,0,0,0.7083333333333333,1,1,1,1,1,1,0,1,1,1,0,0,0.8875621890547264,0.6533694899607662,0
1,0,0,0,0.40277777777777773,1,0,0,0,0,1,1,1,1,1,1,0,0.5681592039800994,0.2567620586198938,0
1,0,1,0,0.9722222222222222,1,0,0,1,1,1,1,0,0,2,0,1,0.46467661691542295,0.5197842141703208,0
0,0,1,1,0.986111111111111,1,1,1,1,0,1,1,0,1,2,0,2,0.817910447761194,0.8240133856450496,0
1,0,1,1,0.5694444444444444,1,1,0,0,1,1,0,1,0,1,0,0,0.5,0.3255423494114932,0
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,0,0,1,2,0.6199004975124378,0.007125548119086083,0
0,0,1,0,0.09722222222222221,1,0,0,1,0,1,1,1,1,0,0,0,0.6268656716417911,0.06477036695130395,0
1,0,1,1,0.3472222222222222,1,0,1,0,0,0,0,1,1,1,1,2,0.7179104477611941,0.24922686360489268,1
1,0,1,1,0.9305555555555555,1,1,1,1,1,0,1,0,0,1,0,2,0.7094527363184079,0.694639972305562,0
1,0,1,1,0.06944444444444445,1,1,0,0,0,0,1,0,0,0,1,3,0.372636815920398,0.027763674128779135,0
1,0,0,1,0.20833333333333331,1,1,2,0,0,0,0,0,0,0,1,2,0.06517412935323383,0.03523540272328641,0
0,0,1,1,0.2777777777777778,1,0,2,0,0,0,0,0,0,0,0,2,0.01741293532338306,0.04602469420724671,0
1,0,1,1,0.041666666666666664,1,0,0,0,1,1,0,0,0,0,1,3,0.3771144278606965,0.017234018001384722,1
1,0,1,1,0.75,1,1,1,0,1,0,1,1,1,1,1,2,0.8651741293532339,0.6484018001384723,0
1,0,0,0,0.5833333333333333,1,0,2,0,0,0,0,0,0,1,1,3,0.012935323383084563,0.09469189937687515,0
0,0,1,0,0.125,1,0,1,0,0,0,0,0,1,0,1,2,0.6119402985074627,0.08657973690283868,0
0,0,0,0,0.875,1,1,1,0,1,0,0,1,1,2,0,0,0.7880597014925373,0.7193861066235865,0
0,0,1,0,0.9583333333333333,1,1,2,0,0,0,0,0,0,2,0,0,0.05970149253731341,0.18728363720286176,0
0,0,0,0,0.9583333333333333,1,1,2,0,0,0,0,0,0,2,0,1,0.06318407960199005,0.19146665128086776,0
1,0,1,0,0.5555555555555556,1,0,0,0,1,0,0,0,0,0,1,3,0.31741293532338305,0.23536810523886453,0
1,0,0,0,0.8333333333333333,0,0,0,1,1,1,0,0,0,2,0,0,0.21243781094527364,0.27760212324024924,0
0,0,0,0,0.05555555555555555,1,0,1,1,0,1,1,0,1,0,1,0,0.7577114427860697,0.042510962381721674,1
0,1,0,0,0.986111111111111,1,1,0,1,1,1,1,1,1,2,0,3,0.7124378109452736,0.7240537733671821,0
0,0,1,0,0.5138888888888888,1,1,1,0,0,1,0,0,0,0,1,1,0.6039800995024875,0.32550773136395106,1
1,0,1,0,0.4444444444444444,1,1,1,0,1,0,0,1,1,0,1,1,0.8019900497512437,0.36084698822986383,0
1,0,0,0,0.5416666666666666,1,1,0,0,0,0,1,0,0,2,1,1,0.35422885572139307,0.25177705977382875,0
0,0,0,0,0.5277777777777778,1,1,2,0,0,0,0,0,0,1,1,2,0.05970149253731341,0.1033464112624048,0
1,0,0,0,0.7222222222222222,1,1,1,0,0,1,0,0,1,2,1,1,0.708457711442786,0.5260731594738057,0
0,0,1,1,0.6666666666666666,1,1,1,1,1,0,0,1,1,0,1,1,0.8656716417910447,0.57450957765982,0
1,0,1,1,0.9722222222222222,0,0,0,1,0,1,1,1,1,2,0,0,0.4104477611940298,0.4761135471959382,0
1,0,0,0,0.2777777777777778,1,0,1,0,0,0,0,0,0,0,0,1,0.5203980099502488,0.17017655204246482,0
0,0,0,0,0.6944444444444444,1,1,0,1,0,1,1,1,1,1,1,1,0.6393034825870647,0.4800715439649204,0
0,0,0,0,0.2638888888888889,0,0,0,0,0,0,0,1,1,1,1,1,0.2646766169154229,0.10094045695822756,1
1,0,1,1,0.3472222222222222,1,0,0,1,1,1,0,0,0,1,1,0,0.4313432835820895,0.18372951765520426,0
1,0,0,0,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,1,0,0.30646766169154227,0.0662647126702054,0
1,1,1,0,0.5416666666666666,1,1,1,0,1,1,0,1,1,0,1,2,0.8696517412935324,0.49226863604892684,1
1,0,0,0,0.09722222222222221,1,0,1,0,0,1,0,0,0,0,0,3,0.5611940298507463,0.060668128317562894,1
0,0,1,1,0.3194444444444444,1,0,0,1,1,1,1,0,0,1,1,3,0.4776119402985074,0.17482114008769906,0
1,0,0,0,0.375,1,0,2,0,0,0,0,0,0,0,1,2,0.011442786069651711,0.05896607431340872,0
1,1,0,0,0.6527777777777778,1,1,1,0,0,0,0,1,0,0,1,1,0.6746268656716418,0.4438956842834064,0
1,0,1,1,0.3611111111111111,1,0,2,0,0,0,0,0,0,2,1,1,0.008955223880596996,0.05734479575351951,0
0,0,1,0,0.19444444444444442,1,1,0,1,0,0,0,1,0,0,1,0,0.4621890547263682,0.10641587814447266,1
0,1,1,0,0.15277777777777776,1,1,1,0,0,1,1,1,1,0,1,0,0.8537313432835821,0.12864643434110318,1
1,0,0,1,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,0,3,0.009950248756218888,0.003409877682898685,0
0,0,1,1,0.3611111111111111,1,0,1,1,1,0,0,0,0,0,0,2,0.6338308457711442,0.23670090006923614,0
0,1,1,0,1.0,1,1,1,1,1,1,1,1,1,2,1,0,0.9592039800995026,0.9595141933994924,0
0,0,1,1,0.875,1,0,2,0,0,0,0,0,0,2,0,1,0.01741293532338306,0.13737018232171708,0
1,0,1,1,0.986111111111111,1,0,2,0,0,0,0,0,0,2,0,3,0.015422885572139305,0.15894876528963767,0
1,0,1,1,0.15277777777777776,1,1,0,1,0,0,0,1,0,0,1,0,0.4666666666666667,0.0813004846526656,0
1,1,1,0,0.19444444444444442,1,0,2,0,0,0,0,0,0,1,0,3,0.013930348258706454,0.02421532425571198,0
0,0,0,1,0.18055555555555555,1,1,0,1,1,1,1,1,1,2,0,1,0.7034825870646766,0.13188899146088162,0
1,0,0,1,0.08333333333333333,1,0,2,0,0,0,0,0,0,0,1,3,0.019402985074626844,0.00917955227325179,0
1,1,1,1,0.15277777777777776,1,1,1,0,0,0,0,0,0,0,1,1,0.5666666666666667,0.08729517655204247,0
1,0,1,0,0.25,1,1,0,0,1,0,0,0,0,0,0,1,0.3835820895522387,0.12183821832448652,0
1,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,1,0,1,2,0.17213930348258705,0.0019328409877682898,1
0,0,1,0,0.4444444444444444,1,0,1,1,0,0,0,0,0,0,1,0,0.5696517412935324,0.2660858527579044,0
1,0,0,0,0.40277777777777773,0,0,0,1,0,0,1,0,0,1,0,3,0.17263681592039803,0.12160166166628202,0
0,0,0,0,0.041666666666666664,1,1,0,0,0,0,0,1,0,0,1,2,0.417910447761194,0.017505192707131318,0
0,0,0,0,0.027777777777777776,1,1,1,0,0,0,0,1,1,0,1,2,0.7651741293532338,0.020551580890837758,1
1,0,1,1,0.18055555555555555,1,0,1,0,0,1,0,1,1,0,1,3,0.7800995024875622,0.13201592430186937,1
0,0,0,0,0.5694444444444444,0,0,0,0,1,0,0,0,1,0,1,2,0.2199004975124378,0.19144357258250636,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,2,0.005970149253731349,5.769674590352849e-06,0
1,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,1,0,0,0,3,0.3641791044776119,0.04057235171936303,0
0,0,1,0,0.7222222222222222,1,0,0,1,0,1,0,1,0,1,1,3,0.4582089552238805,0.39139164551119315,0
0,0,1,1,0.625,1,1,2,0,0,0,0,0,0,2,1,0,0.06368159203980098,0.12924071082390953,0
1,0,1,0,0.9722222222222222,1,1,0,0,1,1,1,1,0,2,0,1,0.5756218905472636,0.6052907915993538,0
0,0,0,0,0.736111111111111,1,0,2,0,0,0,0,0,0,2,0,3,0.004477611940298498,0.11388183706438958,0
0,1,1,0,0.861111111111111,1,1,1,0,1,1,0,1,0,1,1,1,0.7930348258706468,0.6828698361412416,0
0,0,1,0,0.8333333333333333,1,1,1,1,1,0,0,0,1,0,1,1,0.7547263681592039,0.6297138241403184,0
0,1,1,0,0.041666666666666664,1,0,1,0,0,0,0,1,0,0,1,2,0.618407960199005,0.023684514193399495,1
0,1,1,0,0.3194444444444444,1,0,1,1,0,0,0,1,1,0,1,2,0.7646766169154228,0.26624163397184397,0
1,0,0,1,0.013888888888888888,0,0,0,0,1,0,0,0,0,0,1,3,0.13034825870646766,0.0014481883221786293,1
0,0,0,0,0.9305555555555555,1,0,0,1,0,1,1,0,1,1,1,0,0.5383084577114428,0.5738172167089776,0
0,0,0,0,0.16666666666666666,1,1,1,0,1,0,0,1,0,0,1,0,0.7114427860696517,0.11927071313177938,1
0,1,1,0,0.986111111111111,1,1,0,1,1,1,1,0,1,2,1,0,0.6412935323383084,0.6707131317793676,0
1,0,0,0,0.3472222222222222,1,0,2,0,0,0,0,0,0,1,0,1,0.01641791044776117,0.05677359796907455,0
0,0,0,0,0.06944444444444445,1,1,0,1,0,0,0,0,0,0,1,2,0.353731343283582,0.030596584352642512,0
1,0,0,0,0.3611111111111111,1,1,0,0,0,0,0,0,0,1,1,1,0.33134328358208953,0.14731133164089547,0
1,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,1,0,3,0.013930348258706454,9.808446803600233e-05,0
1,1,0,0,0.9722222222222222,0,0,0,0,1,1,0,1,0,1,1,1,0.2567164179104477,0.34535541195476577,0
1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,2,1,2,0.9527363184079601,0.9317274405723517,0
1,0,1,0,0.8333333333333333,1,0,1,0,1,0,0,1,1,1,1,2,0.7577114427860697,0.6452169397645973,1
0,1,1,1,0.4444444444444444,1,1,1,0,1,0,0,1,1,0,1,2,0.8174129353233831,0.36912647126702053,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,2,0.015920398009950265,0.00012116316639741503,1
0,0,0,0,0.19444444444444442,1,1,0,0,1,0,0,0,0,1,1,3,0.35820895522388063,0.08705285021924765,0
0,0,0,0,0.18055555555555555,1,1,1,1,0,0,0,0,0,0,1,1,0.6144278606965173,0.11661089314562659,0
0,0,0,0,0.08333333333333333,1,1,1,0,1,1,1,1,1,0,1,1,0.9119402985074626,0.07508077544426496,1
0,0,0,0,0.6388888888888888,1,1,0,1,0,1,0,1,1,2,0,3,0.6064676616915423,0.41253173321024694,0
1,0,0,0,0.20833333333333331,1,0,1,0,0,1,1,1,1,0,1,2,0.8268656716417909,0.17714631894761138,1
1,1,1,0,0.5972222222222222,1,1,1,0,1,0,1,1,0,0,1,2,0.7567164179104477,0.4539983844911147,0
1,0,0,0,0.5416666666666666,1,0,0,0,0,0,1,0,0,2,1,0,0.3139303482587064,0.22528848372951768,0
1,1,0,0,0.29166666666666663,1,0,0,0,0,1,0,1,0,0,1,0,0.4159203980099502,0.14047426725132706,1
1,0,0,0,0.7916666666666666,0,0,0,1,0,1,0,1,1,0,1,2,0.3532338308457711,0.3666282021693976,0
0,0,1,0,0.736111111111111,1,0,1,0,0,0,1,1,1,1,1,2,0.7482587064676617,0.5600507731363951,0
1,0,1,1,0.25,1,0,1,1,0,1,0,1,0,0,1,3,0.6930348258706468,0.17097853681052388,0
0,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0,1,2,0.41691542288557215,0.004771520886222017,1
0,0,1,0,0.8055555555555555,1,1,0,1,0,0,1,0,0,1,1,0,0.42587064676616915,0.39925571197784443,0
0,1,0,0,0.986111111111111,1,1,1,0,0,1,0,1,1,2,0,0,0.8537313432835821,0.8533060235402724,0
0,0,0,0,0.4861111111111111,1,0,1,0,0,1,1,1,1,1,1,2,0.8059701492537313,0.4054004154165705,0
1,0,0,0,0.041666666666666664,1,0,1,0,0,1,0,0,1,0,0,1,0.6711442786069651,0.027457881375490423,0
1,0,0,0,0.5277777777777778,1,1,1,1,1,0,0,1,1,1,1,2,0.861691542288557,0.44639395338102933,0
1,0,1,1,0.4861111111111111,1,1,0,1,1,1,1,0,0,2,1,1,0.5064676616915423,0.2851777059773829,0
1,0,0,0,0.09722222222222221,1,1,1,0,0,1,0,1,0,0,1,2,0.718407960199005,0.06631087006692823,1
0,0,0,0,0.6527777777777778,1,0,0,0,0,1,1,1,1,2,0,3,0.5592039800995025,0.4028963766443573,0
0,0,0,0,0.19444444444444442,1,0,0,0,1,0,0,0,0,0,0,2,0.3203980099502488,0.08615855065774292,0
0,1,1,0,0.2777777777777778,1,0,0,0,1,0,0,0,1,0,1,2,0.41542288557213924,0.14315139626125087,0
1,0,1,0,0.9166666666666666,1,1,0,1,1,0,1,1,1,2,0,2,0.6666666666666666,0.6369201477036696,0
1,0,1,0,0.20833333333333331,1,0,2,0,0,0,0,0,0,0,1,1,0.011940298507462671,0.03716247403646435,0
0,0,0,0,0.5833333333333333,1,0,2,0,0,0,0,0,0,2,1,0,0.02487562189054726,0.09527463651050082,0
0,0,1,0,0.2361111111111111,1,1,1,1,0,0,0,0,0,0,0,2,0.6034825870646766,0.15349065312716365,0
1,0,0,0,0.5138888888888888,1,1,1,0,1,0,1,1,1,1,1,1,0.8582089552238806,0.4337872144011078,0
0,0,0,0,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,1,2,0.30995024875621885,0.06841103161781675,0
1,0,1,0,0.736111111111111,1,0,1,0,1,0,0,1,1,1,1,0,0.7562189054726368,0.559560350796215,1
0,0,0,0,0.8333333333333333,1,1,2,0,0,0,0,0,0,2,0,3,0.06716417910447761,0.17150357719824602,0
1,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0.072636815920398,0.05181744749596123,0
1,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,2,0.5636815920398011,0.006473574890376183,1
0,0,0,0,0.041666666666666664,1,0,1,0,0,0,0,0,0,0,1,2,0.5164179104477612,0.020240018462958687,0
0,0,0,1,0.125,1,0,0,0,0,0,1,1,1,0,1,1,0.5089552238805971,0.06377221324717287,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,0,0,1,2,0.6169154228855721,0.007090930071543965,1
1,0,1,0,0.7777777777777777,1,1,1,1,1,1,0,0,0,1,1,2,0.7452736318407961,0.604102238633741,0
1,0,1,1,0.2361111111111111,1,0,1,0,0,0,0,0,0,0,1,2,0.5049751243781094,0.13049273021001617,1
0,0,1,1,0.15277777777777776,1,1,0,0,0,0,1,0,1,0,1,2,0.47860696517412926,0.08331410108469882,1
1,0,0,0,0.09722222222222221,1,0,1,0,0,0,0,0,0,0,1,2,0.5104477611940298,0.057990999307639055,0
0,0,1,1,0.9583333333333333,1,0,2,0,0,0,0,0,0,2,0,0,0.019402985074626844,0.1608412185552735,0
1,0,0,0,0.2638888888888889,1,1,1,0,0,0,0,0,1,0,1,0,0.6741293532338308,0.17466535887375953,1
0,0,1,1,0.041666666666666664,1,0,1,0,0,0,0,0,1,0,1,2,0.617412935323383,0.026684744980383108,1
1,0,1,1,0.75,1,0,2,0,0,0,0,0,0,2,0,1,0.021393034825870627,0.12367874451880914,0
1,0,1,0,0.861111111111111,1,1,2,0,0,0,0,0,0,1,1,1,0.05472636815920398,0.16478190630048467,0
1,0,0,0,0.3333333333333333,1,1,1,0,1,0,0,1,0,0,1,1,0.7194029850746269,0.2612220170782368,1
0,0,1,1,0.861111111111111,1,1,0,0,0,0,0,1,1,0,1,1,0.5194029850746269,0.49407454419570734,0
1,0,0,0,0.2361111111111111,1,1,0,1,0,0,0,0,1,0,0,0,0.47263681592039797,0.12605585045003462,0
1,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,1,3,0.06318407960199005,0.019766905146549735,0
1,0,1,1,0.8888888888888888,1,0,0,1,0,1,1,1,0,2,0,3,0.5074626865671642,0.5110720055388877,0
0,0,0,0,0.027777777777777776,1,1,1,0,0,0,0,0,0,0,1,2,0.5736318407960199,0.014372259404569581,1
